,Start Date,End Date,Duration(Days),State
215,2016-07-15,2016-07-15,0,RAJASTHAN
216,2016-07-28,2016-07-28,0,RAJASTHAN
217,2016-09-08,2016-08-13,Diffing the dates,RAJASTHAN
218,2016-08-16,2016-08-20,4,RAJASTHAN
219,2016-08-22,2016-08-30,8,RAJASTHAN
220,2016-11-06,2016-06-13,Diffing the dates,TAMIL NADU
221,2016-07-26,2016-07-26,0,TAMIL NADU
222,2016-02-03,2016-02-03,0,TELANGANA
223,2016-08-31,2016-08-31,0,TELANGANA
224,2016-01-09,2016-09-30,265,TELANGANA
225,2016-05-18,2016-05-18,0,TRIPURA
226,2016-12-03,2016-12-03,0,UTTAR PRADESH
227,2016-01-07,2016-03-07,60,UTTAR PRADESH
228,2016-07-18,2016-07-18,0,UTTAR PRADESH
229,2016-07-30,2016-07-30,0,UTTAR PRADESH
230,2016-08-16,2016-08-16,0,UTTAR PRADESH
231,2016-08-05,2016-08-05,0,UTTARAKHAND
232,2016-05-22,2016-05-22,0,UTTARAKHAND
233,2016-05-28,2016-05-28,0,UTTARAKHAND
234,2016-03-07,2016-03-07,0,UTTARAKHAND
235,2016-07-16,2016-07-17,1,UTTARAKHAND
236,2016-07-21,2016-07-23,2,UTTARAKHAND
237,2016-07-20,2016-07-20,0,WEST BENGAL
238,2016-07-24,2016-07-25,1,WEST BENGAL
239,2016-08-17,2016-08-17,0,WEST BENGAL
240,2016-08-23,2016-08-29,6,WEST BENGAL
241,2014-02-05,2014-12-05,303,ANDHRA PRADESH
242,2014-06-09,2014-09-09,92,ANDHRA PRADESH
243,2014-08-14,2014-08-18,4,ARUNACHAL PRADESH
244,2014-06-22,2014-06-28,6,ASSAM
245,2014-08-07,2014-10-07,61,ASSAM
246,2014-07-14,2014-07-19,5,ASSAM
247,2014-07-23,2014-07-30,7,ASSAM
248,2014-08-15,2014-08-31,16,ASSAM
249,2014-09-22,2014-09-30,8,ASSAM
250,2014-08-14,2014-08-27,13,BIHAR
251,2014-09-14,2014-09-20,6,BIHAR
252,2014-10-14,2014-10-14,0,BIHAR
253,2014-07-22,2014-07-23,1,CHHATTISGARH
254,2014-07-30,2014-07-30,0,CHHATTISGARH
255,2014-10-13,2014-10-15,2,CHHATTISGARH
256,2014-07-15,2014-07-18,3,HIMACHAL PRADESH
257,2014-07-23,2014-07-30,7,HIMACHAL PRADESH
258,2014-06-08,2014-08-08,61,HIMACHAL PRADESH
259,2014-08-13,2014-08-15,2,HIMACHAL PRADESH
260,2014-01-22,2014-01-22,0,JAMMU & KASHMIR
261,2014-07-24,2014-07-24,0,JAMMU & KASHMIR
262,2014-07-31,2014-07-31,0,JAMMU & KASHMIR
263,2014-02-09,2014-02-09,0,JAMMU & KASHMIR
264,2014-09-11,2014-09-11,0,JAMMU & KASHMIR
265,2014-12-10,2014-10-14,Diffing the dates,JHARKHAND
266,2014-08-03,2014-10-03,61,KARNATAKA
267,2014-05-19,2014-05-20,1,KARNATAKA
268,2014-02-06,2014-06-06,120,KARNATAKA
269,2014-06-28,2014-06-29,1,KARNATAKA
270,2014-04-07,2014-09-07,153,KARNATAKA
271,2014-07-31,2014-07-31,0,KARNATAKA
272,2014-01-08,2014-08-08,212,KARNATAKA
273,2014-08-23,2014-08-31,8,KARNATAKA
274,2014-01-09,2014-01-09,0,KARNATAKA
275,2014-02-09,2014-02-09,0,KARNATAKA
276,2014-09-24,2014-09-24,0,KARNATAKA
277,2014-01-10,2014-01-10,0,KARNATAKA
278,2014-05-10,2014-09-10,123,KARNATAKA
279,2014-10-25,2014-10-25,0,KARNATAKA
280,2014-10-28,2014-10-28,0,KARNATAKA
281,2014-07-03,2014-09-03,62,KERALA
282,2014-03-25,2014-03-25,0,KERALA
283,2014-10-04,2014-04-16,Diffing the dates,KERALA
284,2014-04-19,2014-04-30,11,KERALA
285,2014-07-15,2014-07-16,1,MADHYA PRADESH
286,2014-07-20,2014-07-25,5,MADHYA PRADESH
287,2014-03-03,2014-04-03,31,MAHARASHTRA
288,2014-09-03,2014-09-03,0,MAHARASHTRA
289,2014-04-19,2014-04-19,0,MAHARASHTRA
290,2014-10-06,2014-10-06,0,MAHARASHTRA
291,2014-07-13,2014-07-13,0,MAHARASHTRA
292,2014-07-23,2014-07-28,5,MAHARASHTRA
293,2014-07-31,2014-07-31,0,MAHARASHTRA
294,2014-05-08,2014-05-08,0,MAHARASHTRA
295,2014-05-08,2014-06-08,31,MAHARASHTRA
296,2014-08-09,2014-09-09,31,MAHARASHTRA
297,2014-09-23,2014-09-30,7,MEGHALAYA
298,2014-05-27,2014-05-28,1,ODISHA
299,2014-07-19,2014-07-24,5,ODISHA
300,2014-07-27,2014-07-30,3,ODISHA
301,2014-03-08,2014-08-16,161,ODISHA
302,2014-05-09,2014-09-09,123,ODISHA
303,2014-04-09,2014-10-09,183,PUNJAB
304,2014-07-29,2014-07-29,0,RAJASTHAN
305,2014-03-08,2014-03-08,0,RAJASTHAN
306,2014-11-08,2014-11-08,0,RAJASTHAN
307,2014-05-09,2014-05-09,0,RAJASTHAN
308,2014-08-03,2014-08-03,0,TAMIL NADU
309,2014-06-05,2014-08-05,61,TAMIL NADU
310,2014-05-21,2014-05-21,0,TAMIL NADU
311,2014-08-22,2014-08-22,0,TAMIL NADU
312,2014-09-23,2014-09-23,0,TAMIL NADU
313,2014-06-09,2014-09-09,92,TELANGANA
314,2014-10-27,2014-10-27,0,TELANGANA
315,2014-06-19,2014-06-25,6,TRIPURA
316,2014-08-14,2014-08-27,13,UTTAR PRADESH
317,2014-07-27,2014-07-27,0,UTTARAKHAND
318,2014-07-31,2014-07-31,0,UTTARAKHAND
319,2014-11-08,2014-11-08,0,UTTARAKHAND
320,2013-06-14,2013-06-14,0,ANDHRA PRADESH
321,2013-12-07,2013-12-07,0,ANDHRA PRADESH
322,2013-07-16,2013-07-25,9,ANDHRA PRADESH
323,2013-07-31,2013-07-31,0,ANDHRA PRADESH
324,2013-01-08,2013-04-08,90,ANDHRA PRADESH
325,2013-08-16,2013-08-17,1,ANDHRA PRADESH
326,2013-09-13,2013-09-13,0,ANDHRA PRADESH
327,2013-11-10,2013-10-14,Diffing the dates,ANDHRA PRADESH
328,2013-10-20,2013-10-28,8,ANDHRA PRADESH
329,2013-06-26,2013-06-29,3,ARUNACHAL PRADESH
330,2013-05-16,2013-05-16,0,ASSAM
331,2013-05-29,2013-05-29,0,ASSAM
332,2013-06-26,2013-06-30,4,ASSAM
333,2013-05-07,2013-12-07,214,ASSAM
334,2013-07-19,2013-07-19,0,ASSAM
335,2013-10-08,2013-08-13,Diffing the dates,ASSAM
336,2013-08-18,2013-08-18,0,ASSAM
337,2013-08-29,2013-08-29,0,ASSAM
338,2013-07-09,2013-08-09,31,ASSAM
339,2013-06-10,2013-06-10,0,ASSAM
340,2013-05-27,2013-05-27,0,BIHAR
341,2013-06-18,2013-06-18,0,BIHAR
342,2013-11-07,2013-07-15,Diffing the dates,BIHAR
343,2013-07-08,2013-07-08,0,BIHAR
344,2013-08-18,2013-08-18,0,BIHAR
345,2013-08-26,2013-08-28,2,BIHAR
346,2013-07-13,2013-07-13,0,CHHATTISGARH
347,2013-07-30,2013-07-31,1,CHHATTISGARH
348,2013-01-08,2013-01-08,0,CHHATTISGARH
349,2013-06-18,2013-06-18,0,GUJARAT
350,2013-09-26,2013-10-02,6,GUJARAT
351,2013-06-17,2013-06-23,6,HIMACHAL PRADESH
352,2013-06-07,2013-07-07,30,HIMACHAL PRADESH
353,2013-07-16,2013-07-20,4,HIMACHAL PRADESH
354,2013-07-24,2013-07-24,0,HIMACHAL PRADESH
355,2013-02-08,2013-06-08,120,HIMACHAL PRADESH
356,2013-08-13,2013-08-19,6,HIMACHAL PRADESH
357,2013-09-09,2013-09-09,0,HIMACHAL PRADESH
358,2013-09-15,2013-09-15,0,HIMACHAL PRADESH
359,2013-05-26,2013-05-26,0,JAMMU & KASHMIR
360,2013-05-29,2013-05-29,0,JAMMU & KASHMIR
361,2013-07-20,2013-07-20,0,JAMMU & KASHMIR
362,2013-07-30,2013-07-30,0,JAMMU & KASHMIR
363,2013-01-08,2013-01-08,0,JAMMU & KASHMIR
364,2013-09-08,2013-09-08,0,JAMMU & KASHMIR
365,2013-08-14,2013-08-14,0,JAMMU & KASHMIR
366,2013-08-19,2013-08-19,0,JAMMU & KASHMIR
367,2013-09-09,2013-09-09,0,JAMMU & KASHMIR
368,2013-09-13,2013-09-13,0,JAMMU & KASHMIR
369,2013-08-19,2013-08-19,0,JHARKHAND
370,2013-02-10,2013-02-10,0,JHARKHAND
371,2013-05-31,2013-05-31,0,KARNATAKA
372,2013-05-06,2013-05-06,0,KARNATAKA
373,2013-10-06,2013-06-18,Diffing the dates,KARNATAKA
374,2013-02-07,2013-05-07,89,KARNATAKA
375,2013-07-15,2013-07-15,0,KARNATAKA
376,2013-07-20,2013-07-20,0,KARNATAKA
377,2013-07-25,2013-07-25,0,KARNATAKA
378,2013-01-08,2013-01-08,0,KARNATAKA
379,2013-05-08,2013-05-08,0,KARNATAKA
380,2013-11-09,2013-09-20,Diffing the dates,KARNATAKA
381,2013-09-03,2013-09-03,0,KERALA
382,2013-12-03,2013-12-03,0,KERALA
383,2013-03-26,2013-03-26,0,KERALA
384,2013-03-29,2013-03-31,2,KERALA
385,2013-04-26,2013-04-28,2,KERALA
386,2013-03-05,2013-07-05,122,KERALA
387,2013-05-05,2013-05-05,0,KERALA
388,2013-02-06,2013-06-06,120,KERALA
389,2013-08-06,2013-08-06,0,KERALA
390,2013-08-06,2013-06-16,Diffing the dates,KERALA
391,2013-11-06,2013-06-26,Diffing the dates,KERALA
392,2013-06-17,2013-06-17,0,KERALA
393,2013-06-24,2013-06-27,3,KERALA
394,2013-06-25,2013-06-29,4,KERALA
395,2013-06-27,2013-06-29,2,KERALA
396,2013-01-07,2013-04-07,90,KERALA
397,2013-05-07,2013-12-07,214,KERALA
398,2013-11-07,2013-11-07,0,KERALA
399,2013-11-07,2013-07-13,Diffing the dates,KERALA
400,2013-07-19,2013-07-26,7,KERALA
401,2013-07-23,2013-07-23,0,KERALA
402,2013-07-29,2013-07-29,0,KERALA
403,2013-01-08,2013-02-08,31,KERALA
404,2013-02-08,2013-06-08,120,KERALA
405,2013-04-08,2013-08-08,122,KERALA
406,2013-10-08,2013-08-16,Diffing the dates,KERALA
407,2013-01-09,2013-01-09,0,KERALA
408,2013-12-09,2013-12-09,0,KERALA
409,2013-09-17,2013-09-17,0,KERALA
410,2013-06-26,2013-06-27,1,MADHYA PRADESH
411,2013-04-07,2013-04-07,0,MADHYA PRADESH
412,2013-07-13,2013-07-16,3,MADHYA PRADESH
413,2013-08-23,2013-08-23,0,MADHYA PRADESH
414,2013-11-02,2013-11-02,0,MAHARASHTRA
415,2013-02-23,2013-02-23,0,MAHARASHTRA
416,2013-04-17,2013-04-17,0,MAHARASHTRA
417,2013-04-23,2013-04-23,0,MAHARASHTRA
418,2013-07-06,2013-07-06,0,MAHARASHTRA
419,2013-09-06,2013-09-06,0,MAHARASHTRA
420,2013-06-16,2013-06-18,2,MAHARASHTRA
421,2013-06-22,2013-06-28,6,MAHARASHTRA
422,2013-03-07,2013-03-07,0,MAHARASHTRA
423,2013-07-14,2013-07-19,5,MAHARASHTRA
424,2013-07-24,2013-07-24,0,MAHARASHTRA
425,2013-01-08,2013-03-08,59,MAHARASHTRA
426,2013-09-19,2013-09-19,0,MAHARASHTRA
427,2013-09-26,2013-09-26,0,MAHARASHTRA
428,2013-11-10,2013-11-10,0,MAHARASHTRA
429,2013-11-05,2013-11-05,0,MIZORAM
430,2013-12-07,2013-12-07,0,NAGALAND
431,2013-02-08,2013-02-08,0,ODISHA
432,2013-10-08,2013-10-08,0,ODISHA
433,2013-08-23,2013-08-23,0,ODISHA
434,2013-09-16,2013-09-16,0,ODISHA
435,2013-02-16,2013-02-16,0,RAJASTHAN
436,2013-08-06,2013-08-06,0,RAJASTHAN
437,2013-11-06,2013-11-06,0,RAJASTHAN
438,2013-11-09,2013-11-09,0,TAMIL NADU
439,2013-10-15,2013-10-15,0,TAMIL NADU
440,2013-10-20,2013-10-20,0,TAMIL NADU
441,2013-11-16,2013-11-16,0,TAMIL NADU
442,2013-11-25,2013-11-25,0,TAMIL NADU
443,2013-12-13,2013-12-13,0,TAMIL NADU
444,2013-12-06,2013-12-06,0,UTTAR PRADESH
445,2013-06-17,2013-06-17,0,UTTAR PRADESH
446,2013-06-19,2013-06-19,0,UTTAR PRADESH
447,2013-06-25,2013-06-30,5,UTTAR PRADESH
448,2013-07-15,2013-07-15,0,UTTAR PRADESH
449,2013-07-26,2013-07-26,0,UTTAR PRADESH
450,2013-08-17,2013-08-17,0,UTTAR PRADESH
451,2013-06-14,2013-06-18,4,UTTARAKHAND
452,2013-05-24,2013-05-25,1,ANDAMAN & NICOBAR ISLANDS
453,2013-06-16,2013-06-17,1,NEW DELHI
454,2013-11-25,2013-11-25,0,PUDUCHERRY
455,2014-03-05,2014-09-05,184,KERALA
456,2014-06-06,2014-06-06,0,KERALA
457,2014-12-06,2014-06-14,Diffing the dates,KERALA
458,2014-06-21,2014-06-21,0,KERALA
459,2014-12-07,2014-07-15,Diffing the dates,KERALA
460,2014-01-08,2014-03-08,59,KERALA
461,2014-08-22,2014-08-24,2,KERALA
462,2014-01-09,2014-03-09,59,KERALA
463,2014-09-26,2014-09-26,0,KERALA
464,1985-06-23,1985-06-27,4,KARNATAKA
465,1985-07-18,1985-07-30,12,HIMACHAL PRADESH
466,1985-09-13,1985-10-15,32,UTTAR PRADESH
467,1985-10-18,1985-10-20,2,ODISHA
468,1986-06-15,1986-08-20,66,BIHAR
469,1986-08-15,1986-08-22,7,TELANGANA
470,1986-09-22,1986-10-10,18,
471,1988-05-23,1988-11-06,167,ASSAM
472,1988-06-21,1988-07-14,23,ARUNACHAL PRADESH
473,1988-04-07,1988-08-08,123,
474,1988-07-14,1988-07-27,13,GUJARAT
475,1988-07-31,1988-02-08,Diffing the dates,CHHATTISGARH
476,1988-08-23,1988-09-15,23,BIHAR
477,1988-09-21,1988-08-10,Diffing the dates,PUNJAB
478,1988-03-10,1988-04-10,31,MAHARASHTRA
479,1989-07-22,1989-07-31,9,KARNATAKA
480,1989-05-07,1989-10-08,154,ASSAM
481,1989-03-09,1989-10-09,214,UTTAR PRADESH
482,1990-03-21,1990-03-22,1,
483,1990-10-05,1990-05-13,Diffing the dates,ANDHRA PRADESH
484,1990-06-13,1990-06-18,5,ASSAM
485,1990-03-07,1990-07-24,139,UTTAR PRADESH
486,1990-08-13,1990-08-14,1,UTTAR PRADESH
487,1990-08-19,1990-08-25,6,GUJARAT
488,1990-10-17,1990-10-18,1,ASSAM
489,1990-10-24,1990-10-28,4,TAMIL NADU
490,1991-07-05,1991-11-05,123,ASSAM
491,1991-10-06,1991-12-06,61,MAHARASHTRA
492,1991-07-13,1991-07-19,6,ASSAM
493,1991-07-29,1991-07-31,2,MAHARASHTRA
494,1991-08-14,1991-08-18,4,ODISHA
495,1991-08-15,1991-08-29,14,UTTAR PRADESH
496,1991-01-09,1991-09-14,248,JHARKHAND
497,1991-09-14,1991-09-15,1,WEST BENGAL
498,1991-11-13,1991-11-18,5,ANDHRA PRADESH
499,1992-06-15,1992-07-23,38,KARNATAKA
500,1992-10-07,1992-07-20,Diffing the dates,ASSAM
501,1992-07-26,1992-07-08,Diffing the dates,ODISHA
502,1992-01-08,1992-03-09,61,MADHYA PRADESH
503,1992-12-09,1992-11-20,Diffing the dates,TAMIL NADU
504,1993-04-06,1993-06-22,77,
505,1993-08-07,1993-08-13,6,
506,1993-09-09,1993-09-17,8,UTTAR PRADESH
507,1993-11-10,1993-10-21,Diffing the dates,KARNATAKA
508,1993-10-11,1993-11-14,34,TAMIL NADU
509,1993-04-12,1993-12-15,247,TAMIL NADU
510,1994-01-07,1994-07-24,198,MAHARASHTRA
511,1994-03-07,1994-12-07,275,HIMACHAL PRADESH
512,1994-04-08,1994-11-08,214,UTTAR PRADESH
513,1994-08-08,1994-10-08,61,HIMACHAL PRADESH
514,1994-08-20,1994-08-23,3,HIMACHAL PRADESH
515,1994-08-26,1994-02-09,Diffing the dates,MAHARASHTRA
516,1994-08-31,1994-05-09,Diffing the dates,HIMACHAL PRADESH
517,1994-02-09,1994-07-09,150,ODISHA
518,1994-10-27,1994-10-31,4,TAMIL NADU
519,1994-10-30,1994-04-11,Diffing the dates,ANDHRA PRADESH
520,1995-02-06,1995-03-06,28,MIZORAM
521,1995-06-20,1995-06-23,3,ASSAM
522,1995-01-09,1995-09-20,254,
523,1995-05-09,1995-08-09,92,SIKKIM
524,1995-09-26,1995-02-10,Diffing the dates,WEST BENGAL
525,1995-10-20,1995-10-23,3,ANDHRA PRADESH
526,1996-10-06,1996-06-30,Diffing the dates,RAJASTHAN
527,1996-10-07,1996-07-24,Diffing the dates,ARUNACHAL PRADESH
528,1996-07-17,1996-10-08,83,BIHAR
529,1996-10-21,1996-10-25,4,ANDHRA PRADESH
530,1996-06-11,1996-10-11,122,ANDHRA PRADESH
531,1997-01-08,1997-11-08,304,JHARKHAND
532,1997-08-08,1997-08-14,6,HIMACHAL PRADESH
533,1997-06-22,1997-08-26,65,GUJARAT
534,1997-05-07,1997-07-22,76,KERALA
535,1997-05-07,1997-07-14,68,ASSAM
536,1997-08-22,1997-08-26,4,
537,1997-08-19,1997-08-24,5,MAHARASHTRA
538,1997-09-19,1997-09-24,5,ANDHRA PRADESH
539,1997-04-12,1997-09-12,153,ANDHRA PRADESH
540,1998-09-06,1998-11-06,61,GUJARAT
541,1998-09-16,1998-09-18,2,MAHARASHTRA
542,1998-01-10,1998-10-20,283,ANDHRA PRADESH
543,1999-09-24,1999-09-29,5,
544,1999-10-29,1999-12-11,43,ODISHA
545,2000-10-06,2000-06-16,Diffing the dates,ASSAM
546,2000-07-31,2000-04-08,Diffing the dates,HIMACHAL PRADESH
547,2000-02-08,2000-08-30,204,ASSAM
548,2000-08-23,2000-08-31,8,TELANGANA
549,2000-08-29,2000-09-14,16,UTTAR PRADESH
550,2000-08-30,2000-01-09,Diffing the dates,MAHARASHTRA
551,2000-09-18,2000-10-21,33,WEST BENGAL
552,2000-07-17,2000-07-30,13,KARNATAKA
553,2001-05-06,2001-06-22,47,
554,2001-06-20,2001-06-21,1,GUJARAT
555,2001-04-07,2001-07-16,100,KERALA
556,2001-08-07,2001-10-08,62,ODISHA
557,2001-07-16,2001-07-16,0,UTTARAKHAND
558,2001-08-14,2001-08-15,1,HIMACHAL PRADESH
559,2001-08-20,2001-11-09,81,UTTAR PRADESH
560,2001-07-09,2001-09-24,77,BIHAR
561,2001-09-30,2001-02-10,Diffing the dates,TELANGANA
562,2001-10-16,2001-10-21,5,ANDHRA PRADESH
563,2002-02-02,2002-05-02,89,TAMIL NADU
564,2002-06-16,2002-06-22,6,ASSAM
565,2002-06-25,2002-06-26,1,WEST BENGAL
566,2002-06-26,2002-03-07,Diffing the dates,GUJARAT
567,2002-06-21,2002-08-28,68,
568,2002-11-08,2002-08-13,Diffing the dates,UTTARAKHAND
569,2002-03-09,2002-06-09,92,GUJARAT
570,2002-10-10,2002-10-16,6,KERALA
571,2002-10-31,2002-04-11,Diffing the dates,TAMIL NADU
572,2003-06-21,2003-06-24,3,KARNATAKA
573,2003-06-20,2003-06-26,6,GUJARAT
574,2003-07-29,2003-02-08,Diffing the dates,GUJARAT
575,2003-07-29,2003-03-08,Diffing the dates,TELANGANA
576,2003-08-27,2003-10-20,54,ODISHA
577,2004-09-06,2004-11-06,61,KERALA
578,2004-06-20,2004-07-10,20,BIHAR
579,2004-01-08,2004-08-09,214,GUJARAT
580,2004-07-10,2004-10-18,100,
581,2005-06-26,2005-06-29,3,HIMACHAL PRADESH
582,2005-06-28,2005-07-15,17,GUJARAT
583,2005-06-29,2005-03-07,Diffing the dates,ODISHA
584,2005-02-07,2005-07-15,158,MADHYA PRADESH
585,2005-07-07,2005-07-27,20,
586,2005-07-24,2005-05-08,Diffing the dates,MAHARASHTRA
587,2005-07-23,2005-08-16,24,TELANGANA
588,2005-07-30,2005-03-08,Diffing the dates,ODISHA
589,2005-08-26,2005-08-30,4,UTTAR PRADESH
590,2005-09-14,2005-09-30,16,CHHATTISGARH
591,2005-09-16,2005-05-10,Diffing the dates,UTTAR PRADESH
592,2005-09-22,2005-11-10,49,GUJARAT
593,2005-10-21,2005-10-28,7,WEST BENGAL
594,2005-10-23,2005-09-12,Diffing the dates,TAMIL NADU
595,2006-04-15,2006-04-18,3,ANDHRA PRADESH
596,2006-05-31,2006-04-06,Diffing the dates,MAHARASHTRA
597,2006-05-25,2006-02-06,Diffing the dates,KERALA
598,2006-05-31,2006-07-24,54,ASSAM
599,2006-06-24,2006-03-08,Diffing the dates,UTTAR PRADESH
600,2006-03-07,2006-08-07,153,ODISHA
601,2006-03-07,2006-06-07,92,MAHARASHTRA
602,2006-04-07,2006-07-07,91,GUJARAT
603,2006-07-28,2006-12-09,134,MAHARASHTRA
604,2006-01-08,2006-10-09,274,ODISHA
605,2006-08-29,2006-04-09,Diffing the dates,UTTAR PRADESH
606,2006-08-31,2006-11-09,70,PUNJAB
607,2006-09-18,2006-05-10,Diffing the dates,ODISHA
608,2006-10-26,2006-04-11,Diffing the dates,ANDHRA PRADESH
609,2007-03-20,2007-03-31,11,
610,2007-06-18,2007-06-26,8,ASSAM
611,2007-06-22,2007-04-07,Diffing the dates,ANDHRA PRADESH
612,2007-06-30,2007-07-13,13,CHHATTISGARH
613,2007-01-07,2007-06-07,151,MAHARASHTRA
614,2007-01-07,2007-07-13,187,GUJARAT
615,2007-03-07,2007-09-22,199,WEST BENGAL
616,2007-12-07,2007-10-10,Diffing the dates,ASSAM
617,2007-07-16,2007-07-20,4,KERALA
618,2007-03-08,2007-08-27,172,ODISHA
619,2007-08-08,2007-08-15,7,GUJARAT
620,2007-12-08,2007-08-17,Diffing the dates,PUNJAB
621,2007-09-16,2007-07-10,Diffing the dates,ANDHRA PRADESH
622,2007-09-22,2007-08-10,Diffing the dates,ODISHA
623,2007-10-17,2007-10-24,7,
624,2007-10-27,2007-01-11,Diffing the dates,TAMIL NADU
625,2008-03-20,2008-03-27,7,TAMIL NADU
626,2008-05-24,2008-05-28,4,ASSAM
627,2008-11-06,2008-03-07,Diffing the dates,
628,2008-05-07,2008-07-14,68,MEGHALAYA
629,2008-07-20,2008-08-08,19,
630,2008-05-08,2008-11-08,184,ANDHRA PRADESH
631,2008-08-30,2008-08-09,Diffing the dates,ASSAM
632,2008-09-22,2008-09-29,7,ODISHA
633,2009-01-07,2009-06-07,151,ODISHA
634,2009-11-07,2009-07-17,Diffing the dates,KARNATAKA
635,2009-03-07,2009-06-07,92,ARUNACHAL PRADESH
636,2009-01-08,2009-04-08,90,BIHAR
637,2009-08-15,2009-08-27,12,UTTAR PRADESH
638,2009-08-18,2009-08-27,9,ASSAM
639,2009-06-09,2009-10-09,122,WEST BENGAL
640,2009-09-25,2009-12-10,76,ANDHRA PRADESH
641,2009-03-11,2009-08-11,153,TAMIL NADU
642,2010-03-24,2010-03-26,2,ASSAM
643,2010-04-18,2010-04-21,3,ASSAM
644,2010-05-15,2010-06-26,42,ASSAM
645,2010-05-18,2010-05-24,6,ANDHRA PRADESH
646,2010-05-07,2010-07-15,69,PUNJAB
647,2010-12-07,2010-07-14,Diffing the dates,BIHAR
648,2010-06-08,2010-08-08,61,
649,2010-05-09,2010-09-28,142,RAJASTHAN
650,2010-01-09,2010-09-17,251,ANDHRA PRADESH
651,2010-05-09,2010-09-17,131,ASSAM
652,2010-09-18,2010-09-30,12,UTTAR PRADESH
653,2010-09-18,2010-09-20,2,BIHAR
654,2010-11-15,2010-07-12,Diffing the dates,TAMIL NADU
655,2011-01-06,2011-06-13,158,KERALA
656,2011-06-18,2011-06-21,3,ODISHA
657,2011-01-07,2011-07-22,196,BIHAR
658,2011-01-07,2011-07-22,196,ARUNACHAL PRADESH
659,2011-07-23,2011-09-08,47,
660,2011-10-08,2011-09-13,Diffing the dates,WEST BENGAL
661,2011-08-15,2011-02-10,Diffing the dates,BIHAR
662,2011-08-15,2011-08-09,Diffing the dates,ASSAM
663,2011-08-25,2011-09-13,19,GUJARAT
664,2011-05-09,2011-02-10,Diffing the dates,ODISHA
665,2012-06-06,2012-07-16,40,ASSAM
666,2012-04-07,2012-07-23,107,BIHAR
667,2012-04-08,2012-06-08,61,UTTARAKHAND
668,2012-03-08,2012-06-08,92,ODISHA
669,2012-08-16,2012-08-20,4,ODISHA
670,2012-09-16,2012-09-18,2,HIMACHAL PRADESH
671,2012-09-19,2012-10-15,26,ASSAM
672,2012-04-11,2012-08-11,122,TAMIL NADU
673,2013-12-06,2013-06-27,Diffing the dates,HIMACHAL PRADESH
674,2013-11-06,2013-06-18,Diffing the dates,CHHATTISGARH
675,2013-06-23,2013-07-15,22,ASSAM
676,2013-12-10,2013-10-14,Diffing the dates,ODISHA
677,2013-12-10,2013-10-11,Diffing the dates,JHARKHAND
678,2014-06-23,2014-06-25,2,ARUNACHAL PRADESH
679,2014-07-20,2014-07-29,9,ODISHA
680,2014-11-08,2014-08-09,Diffing the dates,UTTAR PRADESH
681,2014-08-14,2014-08-09,Diffing the dates,BIHAR
682,2014-08-15,2014-08-09,Diffing the dates,ASSAM
683,2014-09-24,2014-11-10,47,ASSAM
684,2014-12-10,2014-10-27,Diffing the dates,TELANGANA
685,2014-10-22,2014-10-27,5,TAMIL NADU
686,2015-03-20,2015-03-31,11,HIMACHAL PRADESH
687,2015-05-17,2015-05-21,4,TAMIL NADU
688,2015-02-06,2015-06-29,143,ASSAM
689,2015-06-24,2015-06-29,5,GUJARAT
690,2015-07-15,2015-08-19,35,UTTAR PRADESH
691,2015-08-13,2015-11-09,88,ASSAM
692,2015-10-11,2015-04-12,Diffing the dates,TAMIL NADU
693,2016-04-20,2016-01-05,Diffing the dates,ASSAM
694,2016-06-29,2016-08-26,58,ASSAM
695,2016-07-07,2016-03-08,Diffing the dates,MADHYA PRADESH
696,2016-01-08,2016-03-08,60,GUJARAT
697,2016-07-15,2016-09-22,69,BIHAR
698,2016-09-21,2016-10-16,25,TELANGANA
699,2017-02-06,2017-03-07,29,ASSAM
700,2017-07-15,2017-07-20,5,GUJARAT
701,2017-07-27,2017-10-08,73,WEST BENGAL
702,2017-10-08,2017-08-26,Diffing the dates,UTTAR PRADESH
703,2017-10-30,2017-08-11,Diffing the dates,TAMIL NADU
704,2018-05-29,2018-05-30,1,KARNATAKA
705,2018-12-06,2018-06-20,Diffing the dates,ASSAM
706,2018-06-25,2018-11-07,135,
707,2018-06-22,2018-02-07,Diffing the dates,GUJARAT
708,2018-06-07,2018-11-07,153,MAHARASHTRA
709,2018-09-07,2018-07-19,Diffing the dates,KARNATAKA
710,2018-07-08,2018-10-08,92,KERALA
711,2018-02-08,2018-10-08,242,ASSAM
712,2018-01-09,2018-07-09,181,UTTAR PRADESH
713,2018-08-15,2018-07-09,Diffing the dates,NAGALAND
714,2018-09-23,2018-02-10,Diffing the dates,HIMACHAL PRADESH
715,2018-11-10,2018-12-10,30,ANDHRA PRADESH
716,2019-03-05,2019-07-05,122,
717,2019-05-24,2019-05-27,3,TRIPURA
718,2019-06-27,2019-07-13,16,ASSAM
719,2019-01-07,2019-05-07,120,MAHARASHTRA
720,2019-06-08,2019-09-08,92,KERALA
721,2019-05-08,2019-09-08,123,ODISHA
722,2019-09-13,2019-09-22,9,RAJASTHAN
723,2019-09-15,2019-09-22,7,MADHYA PRADESH
724,2019-10-25,2019-06-11,Diffing the dates,ASSAM
725,2019-11-30,2019-06-12,Diffing the dates,TAMIL NADU
726,1926-07-19,1926-07-19,0,
727,1928-10-19,1928-10-19,0,
728,1950-07-11,1950-07-11,0,
